UID	HOOFDTEELT_CTRL_COD	HOOFDTEELT_CTRL_COD_ORIG	HOOFDTEELT_CTRL_NAM_ORIG	GESP_PM	STAT_BGV
000028106A8526D500000003	60	60	Grasland	MAA	BG2
0000281064380D1600000001	643	643	Gele_mosterd		
0000281069A6AFA500000005	8410	8410	Stamslabonen/sperziebonen_-_industrie		
0000281069A6B00A00000001	8410	8410	Stamslabonen/sperziebonen_-_industrie		
0000281069A6AE1100000005	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028106576BB2700000004	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028106576BB8C00000001	8410	8410	Stamslabonen/sperziebonen_-_industrie		
0000281069A6B2CD00000003	8410	8410	Stamslabonen/sperziebonen_-_industrie		
0000281069A6B3FC00000001	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028106A90F1D600000006	8410	8410	Stamslabonen/sperziebonen_-_industrie		
00002810666A051500000001	8410	8410	Stamslabonen/sperziebonen_-_industrie		
0000281060B865790000000C	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028105CD6D3A000000008	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028106815C04100000003	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028106815BFDC00000003	8410	8410	Stamslabonen/sperziebonen_-_industrie		
00002810671B6F5100000006	8410	8410	Stamslabonen/sperziebonen_-_industrie		
00002810671B701B00000003	8410	8410	Stamslabonen/sperziebonen_-_industrie		
00002810674DF4A500000010	60	60	Grasland		BG
00002810674DF50A00000004	60	60	Grasland		BG
00002810698F399400000005	60	60	Grasland		BG
00002810698F36D100000003	60	60	Grasland		BG3
0000281000C804D400000003	8563	8563	Ajuinen_(vroege)_-_industrie		
000028104A2FC8DA00000003	35	35	Triticale		
000028106A12A80F00000003	60	60	Grasland		BG
000028106A12A8D900000003	60	60	Grasland		BG
000028106A12A9A300000001	60	60	Grasland		BG
000028106A12AA0800000001	60	60	Grasland		BG
000028106A12AA6D00000005	60	60	Grasland		BG
000028106A12AD9500000001	60	60	Grasland		BG
000028106A129C9E00000001	60	60	Grasland		BG
000028106A129D0300000003	60	60	Grasland		BG
000028106A129D6800000002	60	60	Grasland		BG
000028106A129E3200000001	60	60	Grasland		BG
000028106A129EFC00000001	60	60	Grasland		BG
000028106A12A02B00000001	60	60	Grasland		BG
000028106A12A22400000001	60	60	Grasland		BG
000028106A12A2EE00000005	60	60	Grasland		BG
000028106A12A5B100000001	36	36	Spelt		
000028106A12A6E000000001	36	36	Spelt		
000028106A12A74500000002	60	60	Grasland		BG
000028104A34572D00000004	201	201	Silomais		
0000281069F9FA9500000004	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028106A7287B700000003	392	392	Mengteelt_zomergranen_en_zomerteelt_vlinderbloemige		
0000281063883F4F0000000B	36	36	Spelt		
0000281061531C9E00000004	921	921	Vezelvlas_(bestemd_voor_vezelproductie)		
0000281065D469F200000001	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281067A29AED00000002	9710	9710	Meerjarige_fruitteelten_(appel)		
0000281065D46E4900000003	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281060BCF88800000007	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281065D46DE400000001	9711	9711	Meerjarige_fruitteelten_(peer)		
000028105C0DA4CC00000003	9710	9710	Meerjarige_fruitteelten_(appel)		
000028106773C61A0000000C	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281069729E0900000001	9711	9711	Meerjarige_fruitteelten_(peer)		
000028105DB6277300000001	9710	9710	Meerjarige_fruitteelten_(appel)		
000028105DB6251500000003	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281060BCF8ED00000001	9710	9711	Meerjarige_fruitteelten_(peer)		
00002810640E634700000009	9710	9710	Meerjarige_fruitteelten_(appel)		
000028106773C5B100000003	9710	9710	Meerjarige_fruitteelten_(appel)		
0000281067A29C8100000006	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281067A29BB700000008	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281064939CC900000005	9710	9711	Meerjarige_fruitteelten_(peer)		
0000281064939D2E00000009	9710	9711	Meerjarige_fruitteelten_(peer)		
0000281065D46ABC00000008	9710	9710	Meerjarige_fruitteelten_(appel)		
0000281067A29B5200000003	9710	9710	Meerjarige_fruitteelten_(appel)		
0000281065D46A5700000001	9710	9710	Meerjarige_fruitteelten_(appel)		
000028105DB6018F00000002	9710	9710	Meerjarige_fruitteelten_(appel)		
0000281065D4653600000004	9710	9710	Meerjarige_fruitteelten_(appel)		
0000281065D4666500000005	9710	9710	Meerjarige_fruitteelten_(appel)		
000028106773C9A70000000B	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106773C8DD00000003	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106773C94200000006	9710	9710	Meerjarige_fruitteelten_(appel)		
000028106773C87800000007	9710	9710	Meerjarige_fruitteelten_(appel)		
0000281064939C6400000003	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106773C67F0000001A	9710	9710	Meerjarige_fruitteelten_(appel)		
0000281062ED836E00000031	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281062ED830900000002	9710	9710	Meerjarige_fruitteelten_(appel)		
000028105E34211B00000003	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106773C81300000004	9710	9710	Meerjarige_fruitteelten_(appel)		
000028106773C7AE00000003	9710	9710	Meerjarige_fruitteelten_(appel)		
000028106773C5B50000000D	9711	9711	Meerjarige_fruitteelten_(peer)		
000028105DB5FF9600000004	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281065D4672F00000001	9711	9711	Meerjarige_fruitteelten_(peer)		
000028105C0DA0DA00000003	9711	9711	Meerjarige_fruitteelten_(peer)		
000028105BD7657B00000001	9711	9711	Meerjarige_fruitteelten_(peer)		
00002810691A41BA00000001	9710	9710	Meerjarige_fruitteelten_(appel)		
00002810691A421F00000006	9710	9710	Meerjarige_fruitteelten_(appel)		
00002810691A428400000003	9710	9710	Meerjarige_fruitteelten_(appel)		
00002810691A42E900000003	9711	9711	Meerjarige_fruitteelten_(peer)		
00002810691A434E00000001	9711	9711	Meerjarige_fruitteelten_(peer)		
00002810691A43B300000008	9710	9710	Meerjarige_fruitteelten_(appel)		
00002810691A447D00000004	9710	9710	Meerjarige_fruitteelten_(appel)		
00002810691A44E200000008	9711	9711	Meerjarige_fruitteelten_(peer)		
00002810691A454700000006	9710	9710	Meerjarige_fruitteelten_(appel)		
00002810691A45AC00000003	9710	9710	Meerjarige_fruitteelten_(appel)		
00002810691A461100000001	9710	9710	Meerjarige_fruitteelten_(appel)		
00002810698D44B700000001	9710	9710	Meerjarige_fruitteelten_(appel)		
00002810691A467600000001	9710	9710	Meerjarige_fruitteelten_(appel)		
00002810691A46DB00000001	9710	9710	Meerjarige_fruitteelten_(appel)		
00002810691A474000000008	9710	9710	Meerjarige_fruitteelten_(appel)		
00002810691A47A500000004	9710	9710	Meerjarige_fruitteelten_(appel)		
00002810691A480A00000001	9710	9710	Meerjarige_fruitteelten_(appel)		
00002810691A486F00000003	9711	9711	Meerjarige_fruitteelten_(peer)		
00002810691A493900000001	9711	9710	Meerjarige_fruitteelten_(appel)		
00002810691A499E00000001	9710	9710	Meerjarige_fruitteelten_(appel)		
00002810698D451C00000003	9710	9710	Meerjarige_fruitteelten_(appel)		
00002810691A4A0300000004	9711	9711	Meerjarige_fruitteelten_(peer)		
00002810691A4A6800000004	9710	9710	Meerjarige_fruitteelten_(appel)		
00002810691A4ACD00000001	9711	9711	Meerjarige_fruitteelten_(peer)		
00002810691A4B9700000003	9710	9710	Meerjarige_fruitteelten_(appel)		
00002810691A4BFC00000005	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281063EEEB2C00000001	36	36	Spelt		
000028105D4E5F0500000009	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
0000281069B4B03F0000000A	8524	8524	Boerenkool_-_industrie		
000028106809D73C00000001	60	60	Grasland		BG
0000281069C84D8D00000001	60	60	Grasland		BG3
0000281069C84DF200000001	60	60	Grasland		BG3
0000281066A589D900000007	60	60	Grasland		BG
000028106567658900000008	60	60	Grasland		BG
000028106567645A00000004	60	60	Grasland		BG
0000281066A58B0800000001	60	60	Grasland		BG
00002810602E286B00000001	60	60	Grasland		BG
0000281060B3412A00000001	60	60	Grasland		BG
000028106348AE7A00000002	60	60	Grasland		BG
000028106809D60D00000005	60	60	Grasland		BG
000028106809D5A800000005	60	60	Grasland		BG
000028105ED5584800000001	60	60	Grasland		BG
0000281062F532FB00000001	9511	9511	Asperges_-_vers		
0000281062F533C500000001	9511	9511	Asperges_-_vers		
00002810667745E100000004	9511	9511	Asperges_-_vers		
00002810677BC95300000006	904	904	Aardappelen_(geplande_oogst_voor_1/9)		
0000281067F0EF5A0000000C	9518	9518	Kropsla_-_vers		
000028106583723200000008	904	904	Aardappelen_(geplande_oogst_voor_1/9)		
0000281065210D9C00000001	312	312	Zomertarwe		
000028105B5F860500000001	311	311	Wintertarwe		
0000281065DDEE670000000B	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)	EQW	
0000281069279C2B00000001	311	311	Wintertarwe		
000028106A4F3DF700000002	36	36	Spelt		
000028106A4F3D2D00000001	36	36	Spelt		
000028106810793600000001	8410	8410	Stamslabonen/sperziebonen_-_industrie		
0000281068107A0000000003	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028106810863F0000000C	8410	8410	Stamslabonen/sperziebonen_-_industrie		
00002810675B383400000002	311	311	Wintertarwe		
00002810675B35710000000E	311	311	Wintertarwe		
00002810614FF9D000000008	321	321	Wintergerst		
00002810614FFA3500000001	311	311	Wintertarwe		
0000281062C6BA8200000001	700	700	Grasklaver	MAA	BG2
0000281062C6B88900000001	700	700	Grasklaver	MAA	BG1
0000281062C6BC1600000001	700	700	Grasklaver	MAA	BG
0000281062C6BCE000000012	700	700	Grasklaver	MAA	BG
0000281063118E2F00000004	8410	8410	Stamslabonen/sperziebonen_-_industrie		
0000281061956F9000000001	522	522	Zomerveldbonen_-_niet_menselijke_consumptie		
000028106A87F07100000004	832	832	Tuin-_en_veldbonen_(Vicia_faba)_-_industrie		
0000281069460D0300000003	312	312	Zomertarwe		
000028106914567F00000004	98	98	Faunamengsel		
000028105CDCCF6D00000003	98	98	Faunamengsel		
0000281067D414A700000006	8411	8411	Snijbonen_-_industrie		
000028105AE5303E00000003	36	36	Spelt		
000028106A58B95500000001	311	311	Wintertarwe		
000028106295A7C90000001B	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028106A57F78600000004	904	904	Aardappelen_(geplande_oogst_voor_1/9)		
000028106295A5D000000001	311	311	Wintertarwe		
0000281063C6E15F00000012	60	60	Grasland	MAA	BG4
0000281069809EA700000003	832	832	Tuin-_en_veldbonen_(Vicia_faba)_-_industrie		
000028106980A8E900000001	832	832	Tuin-_en_veldbonen_(Vicia_faba)_-_industrie		
0000281066459F2500000003	8410	8410	Stamslabonen/sperziebonen_-_industrie	MAA	
000028106980AAE200000003	832	832	Tuin-_en_veldbonen_(Vicia_faba)_-_industrie		
000028106A82F0D700000001	832	832	Tuin-_en_veldbonen_(Vicia_faba)_-_industrie		
0000281065B676A00000000A	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106788336700000007	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
0000281066FF714100000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
0000281069178B7700000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
0000281067660C8800000006	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
0000281061F1FB1500000006	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
0000281065DA301300000003	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
0000281064A7F8B600000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
0000281063DDF1FB00000003	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
0000281069178BDC00000003	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
0000281066627AA200000001	8410	8410	Stamslabonen/sperziebonen_-_industrie		
00002810655836300000000B	8410	8410	Stamslabonen/sperziebonen_-_industrie		
0000281064A3CD7600000002	601	601	Zaaizaad_grassen		
00002810651ED4DB00000004	322	322	Zomergerst		
0000281059B0F95900000006	901	311	Wintertarwe		
00002810675B389900000003	311	321	Wintergerst		
000028106910B16F00000005	8524	8524	Boerenkool_-_industrie		
000028106234609200000001	831	831	Erwten_(andere_dan_droog_geoogst)_-_industrie		
00002810634A623600000001	311	311	Wintertarwe		
00002810679A523C00000001	311	311	Wintertarwe		
00002810609AADBE00000005	60	60	Grasland		BG
0000281062D0A8BB00000001	35	35	Triticale		
000028105EFD22F100000006	832	832	Tuin-_en_veldbonen_(Vicia_faba)_-_industrie		
0000281067F8F1C900000002	700	700	Grasklaver		BG4
0000281064F3169B00000007	60	60	Grasland		BG
000028106A9428C700000004	60	60	Grasland		BG
000028106A94286200000003	60	60	Grasland		BG
0000281067F8F42700000003	700	700	Grasklaver		BG3
0000281064CEB5CC00000003	700	700	Grasklaver		BG3
00002810631D9EAC00000007	60	700	Grasklaver		BG3
00002810631D966300000001	60	60	Grasland		BG
00002810669DAA8B00000003	700	700	Grasklaver		BG4
0000281067F8F03500000002	60	60	Grasland		BG
000028106086BF2200000013	35	35	Triticale		
00002810663C802100000001	36	36	Spelt		
000028106A8EEF2A00000005	36	36	Spelt		
0000281063A28DFA00000001	36	36	Spelt		
000028106092824300000001	36	36	Spelt		
000028106A236FEB00000009	832	832	Tuin-_en_veldbonen_(Vicia_faba)_-_industrie		
000028106296CC4200000003	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
00002810649F5AC500000003	311	311	Wintertarwe		
000028106AA19DAB00000001	35	35	Triticale		
000028106AA19E1000000001	35	35	Triticale		
0000281060854FAF00000005	60	60	Grasland		BG
000028106A45A3CF00000008	60	60	Grasland		BG
000028106085456900000004	60	60	Grasland		BG
0000281061439E5500000001	60	60	Grasland		BG
0000281060854A2900000001	60	60	Grasland		BG
00002810693936C900000002	523	523	Drooggeoogste_Vicia_bonen_(voor_menselijke_consumptie)		
0000281062C898E200000007	71	71	Voederbieten		
000028106ABF35D200000003	700	700	Grasklaver		BG2
000028106ABF363700000004	700	700	Grasklaver		BG3
000028106ABF369C00000004	700	700	Grasklaver		BG2
000028106ABF37010000000A	700	700	Grasklaver		BG2
000028106ABF3DB600000004	700	700	Grasklaver		BG2
000028106ABF376600000005	700	700	Grasklaver		BG4
000028106ABF37CB0000000C	60	60	Grasland		BG
000028106ABF383000000003	700	700	Grasklaver		BG2
000028106ABF389500000002	700	700	Grasklaver		BG4
000028106ABF38FA00000009	700	700	Grasklaver		BG3
000028106ABF3CEC00000001	700	700	Grasklaver		BG2
000028106ABF3AF300000008	60	60	Grasland		BG
000028106ABF3B5800000003	60	60	Grasland		BG
000028106ABF3BBD00000001	700	700	Grasklaver		BG2
000028106ABF3EE500000003	700	700	Grasklaver		BG1
000028106ABF3C2200000003	60	60	Grasland		BG
000028106ABF3C8700000003	60	60	Grasland		BG
000028106ABF3D5100000003	700	700	Grasklaver		BG4
000028106ABF40DE00000004	700	700	Grasklaver		BG2
000028106393359500000005	311	311	Wintertarwe		
000028105E7DFF4A0000000A	36	36	Spelt		
000028106916663400000003	36	36	Spelt		
00002810677CCE9D00000008	201	201	Silomais		
000028106404215E00000002	6031	6031	Zaaizaad_wintertarwe_of_triticale		
00002810630BA55600000003	4111	4111	Winterkoolzaad		
0000281069C7D6C000000004	4111	4111	Winterkoolzaad		
0000281064D3185000000001	659	202	Korrelmais		
00002810630BA48C00000001	311	311	Wintertarwe		
0000281064041B0E0000000B	91	91	Suikerbieten		
000028105DBD5E9F00000002	321	321	Wintergerst		
0000281049B508E600000003	202	202	Korrelmais		
0000281069C7E5BE00000011	311	311	Wintertarwe		
0000281049F06CE700000001	321	321	Wintergerst		
0000281049F06C8200000002	321	321	Wintergerst		
0000281049B50ED100000009	311	311	Wintertarwe		
0000281049B5036000000007	311	311	Wintertarwe		
000028105DBD5DD500000001	311	311	Wintertarwe		
000028105CA1CC8600000001	202	202	Korrelmais		
000028105CA1B21300000004	311	311	Wintertarwe		
000028105CA1B07F00000001	311	311	Wintertarwe		
00002810669FB5840000000A	91	91	Suikerbieten		
000028105AEF7B3600000008	202	202	Korrelmais		
000028105AEF7A0700000001	202	202	Korrelmais		
000028105B0AB2BF00000001	311	311	Wintertarwe		
000028105DBD5F6900000009	202	202	Korrelmais		
0000281069C7D52C00000001	311	311	Wintertarwe		
0000281049B507B700000001	91	91	Suikerbieten		
0000281049B5081C00000003	91	91	Suikerbieten		
0000281049B5042A00000023	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
0000281049B505BE00000008	202	202	Korrelmais		
000028105CA19F8800000003	321	321	Wintergerst		
000028106404049100000003	321	321	Wintergerst		
00002810638BCF0D00000001	202	202	Korrelmais		
00002810638BCEA800000001	202	202	Korrelmais		
00002810669FB06300000001	82	202	Korrelmais		
000028106403FFD100000007	4111	4111	Winterkoolzaad		
000028105CA19FED00000001	321	321	Wintergerst		
000028105CA1A05200000001	321	321	Wintergerst		
000028106AAA81DE00000001	202	202	Korrelmais		
0000281061A4068F00000004	202	202	Korrelmais		
00002810696469B80000000B	311	311	Wintertarwe		
000028106475F0E400000001	331	331	Winterrogge		
000028106468F7F200000005	8410	8410	Stamslabonen/sperziebonen_-_industrie		
0000281069D2BF3300000008	8410	8410	Stamslabonen/sperziebonen_-_industrie		
0000281067BC3D1B0000000D	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106AB578890000000E	311	311	Wintertarwe		
000028104A15BC7F00000005	60	60	Grasland		BG
000028105ED6D2CB00000001	395	395	Mengteelt_wintertarwe_of_triticale_en_winterteelt_vlinderbloemige		
000028105D02036700000001	36	36	Spelt		
000028105D0203CC00000001	36	36	Spelt		
0000281064C7765700000001	36	603	Zaaizaad_graangewassen		
00002810643520BE00000001	321	321	Wintergerst		
000028105C128B8700000001	321	321	Wintergerst		
000028106A1883E700000003	311	311	Wintertarwe		
000028104C341F1800000003	9511	9511	Asperges_-_vers		
00002810658308CF00000001	9511	9511	Asperges_-_vers		
0000281063DCD11300000001	9511	9511	Asperges_-_vers		
000028106583086A00000007	9511	9511	Asperges_-_vers		
0000281062D6A09600000001	8410	8410	Stamslabonen/sperziebonen_-_industrie		
00002810672BE6A500000003	832	832	Tuin-_en_veldbonen_(Vicia_faba)_-_industrie		
00002810647F38F400000001	60	60	Grasland		BG
00002810647F3A8800000005	60	60	Grasland	MAA	BG
0000281061CDF96300000001	9811	9811	Cichorei_(inuline)		
0000281061CDF9C800000001	202	202	Korrelmais		
000028106A78B9FE00000005	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106A7B7FA800000008	9516	9516	Aardbeien		
000028106A56610000000001	8410	8410	Stamslabonen/sperziebonen_-_industrie		
0000281064CE7FBB00000009	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106A78C37600000001	202	202	Korrelmais		
000028106A78C4A500000001	202	202	Korrelmais		
000028106593192200000001	201	201	Silomais		
0000281067B68D1600000006	831	831	Erwten_(andere_dan_droog_geoogst)_-_industrie		
0000281067B68C4C00000001	831	831	Erwten_(andere_dan_droog_geoogst)_-_industrie		
0000281063A26E6600000001	36	36	Spelt		
000028106A9E400C0000000E	8523	8523	Bloemkool_-_industrie		
000028106234BB5C00000010	8523	8523	Bloemkool_-_industrie		
00002810698AA3C200000005	521	521	Winterveldbonen_-_niet_menselijke_consumptie		
000028106AA9F1CD00000003	332	332	Zomerrogge		
0000281067FEA03E00000007	311	311	Wintertarwe		
0000281065B61D0500000003	934	934	Linzen		
0000281065B61CA000000001	392	392	Mengteelt_zomergranen_en_zomerteelt_vlinderbloemige		
0000281066A0884600000007	392	392	Mengteelt_zomergranen_en_zomerteelt_vlinderbloemige		
000028106AC40F2300000001	48	48	Deder/huttentut		
000028106469D1CE00000004	311	311	Wintertarwe		
0000281049D8A1FF00000001	202	749	Mengsel_met_1_of_meerdere_vlinderbloemigen		
000028105F1A37AB00000006	36	36	Spelt		
000028105E4BC81C00000005	202	749	Mengsel_met_1_of_meerdere_vlinderbloemigen		
0000281069EC47BC00000010	202	202	Korrelmais		
0000281069EC4A7F00000004	91	91	Suikerbieten		
0000281069EC4AE400000002	311	311	Wintertarwe		
0000281069EC4C1300000001	311	311	Wintertarwe		
0000281069EC4CDD00000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
0000281069EC4DA70000000A	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
0000281069EC4E0C00000001	311	311	Wintertarwe		
0000281069EC4ED600000001	311	311	Wintertarwe		
0000281069EC506A00000004	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106A4C67B700000004	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
0000281069EC55F000000003	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106A8A2F1D00000001	604	604	Zaaizaad_olie-_en_vezelhoudende_planten		
000028105C7EBB3500000001	831	831	Erwten_(andere_dan_droog_geoogst)_-_industrie		
000028105B765FCA00000007	60	60	Grasland		BG
0000281061C4994200000005	60	60	Grasland		BG
000028106766B96600000001	311	311	Wintertarwe		
00002810622E196200000003	601	601	Zaaizaad_grassen	MAA	
000028106A1E6BFA0000000B	311	311	Wintertarwe		
00002810639487D600000005	311	311	Wintertarwe		
000028105E4896B100000005	9511	9511	Asperges_-_vers		
0000281066A4031B00000001	9511	9511	Asperges_-_vers		
0000281063F29BAD00000003	9511	9511	Asperges_-_vers		
0000281063F29AE300000004	9511	9511	Asperges_-_vers		
0000281063F29A7E00000003	9511	9511	Asperges_-_vers		
000028104BFA848A00000001	202	202	Korrelmais		
0000281049AE964C00000001	202	202	Korrelmais		
0000281049AE971600000005	202	202	Korrelmais		
0000281049AE977B00000003	202	202	Korrelmais		
00002810608A4D4C00000003	202	202	Korrelmais		
0000281049AE945300000003	202	202	Korrelmais		
0000281049AE97E000000001	202	202	Korrelmais		
0000281067AB59A100000001	202	202	Korrelmais		
000028106A2CF2630000000B	8563	8563	Ajuinen_(vroege)_-_industrie		
0000281062E3766B00000001	60	60	Grasland		BG
00002810671DA35600000003	201	201	Silomais		
00002810620D4F6B00000018	8410	8410	Stamslabonen/sperziebonen_-_industrie		
00002810645700910000000A	60	60	Grasland		BG
000028104F13E74F0000000E	8410	8410	Stamslabonen/sperziebonen_-_industrie		
0000281067293EFB00000006	311	311	Wintertarwe		
000028106494F42B00000006	60	60	Grasland		BG
000028104EB3940200000004	60	60	Grasland		BG
0000281063CA1BD900000009	60	60	Grasland		BG
00002810677B12F900000003	60	60	Grasland		BG
0000281066411D1100000001	60	60	Grasland		BG
0000281060992EE400000001	60	60	Grasland		BG
000028104B05F23800000001	60	60	Grasland		BG
000028104B05FC7E00000001	60	60	Grasland		BG4
00002810680A468A00000008	60	60	Grasland		BG
000028104D1ED16500000001	700	700	Grasklaver		BG
000028104B05F5C500000001	60	60	Grasland		BG
00002810694706730000000F	60	60	Grasland		BG
00002810680A46250000000E	60	60	Grasland		BG
0000281000C88F7E00000001	700	700	Grasklaver		BG
000028105E18FCEB00000003	700	700	Grasklaver		BG
000028105E18FD5000000008	60	60	Grasland		BG
000028105EBB177000000001	601	60	Grasland		
000028105BEE83EA00000001	60	60	Grasland		BG
000028106591720600000001	60	60	Grasland		BG
0000281000C88F6900000001	60	60	Grasland		BG4
00002810659171A100000001	60	60	Grasland		BG
000028105B3CB04F00000003	35	35	Triticale		
0000281061C36A8700000003	8523	8523	Bloemkool_-_industrie		
0000281064769B6800000006	8523	8523	Bloemkool_-_industrie		
0000281062429F8A00000002	8523	8523	Bloemkool_-_industrie		
0000281064769B0300000006	8523	8523	Bloemkool_-_industrie		
0000281064D7E1D500000003	700	700	Grasklaver		BG1
000028106456438200000004	63	63	Graskruiden_mengsel		BG
000028106418E5E800000002	63	63	Graskruiden_mengsel		BG
000028106AE8F8E500000001	60	60	Grasland		BG
000028106AE8FB4300000002	700	700	Grasklaver		BG
000028106AE903F100000009	60	60	Grasland		BG
000028106AE9091600000006	60	60	Grasland		BG5
000028106AE8FBA800000001	700	700	Grasklaver		BG
000028106AE9097B00000003	700	700	Grasklaver		BG
0000281064EF2E7100000013	60	60	Grasland		BG
000028106AAA9B2200000004	60	60	Grasland		BG
000028106AAA9ABD00000004	60	60	Grasland		BG
000028106AAA9A5800000004	60	60	Grasland		BG
0000281064EF306E00000004	60	60	Grasland		BG
0000281064EF313800000005	60	60	Grasland		BG3
000028106AE9052000000002	60	60	Grasland		BG
0000281064EF319D0000000F	60	60	Grasland		BG3
000028106AE5FF8800000001	522	522	Zomerveldbonen_-_niet_menselijke_consumptie		
000028106AE6333B00000002	35	35	Triticale		
000028106AE72EA800000001	35	35	Triticale		
000028106AE89AF700000001	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028106AE89E8400000005	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028106AE8ACB800000002	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028106AE89B5C00000002	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028106AE7A24D00000002	921	921	Vezelvlas_(bestemd_voor_vezelproductie)		
000028106956220E00000004	311	311	Wintertarwe		
000028106AE5949100000007	395	395	Mengteelt_wintertarwe_of_triticale_en_winterteelt_vlinderbloemige		
000028106AE594F600000007	395	395	Mengteelt_wintertarwe_of_triticale_en_winterteelt_vlinderbloemige		
000028106AEC027300000008	202	202	Korrelmais		
000028106AEC28BC00000001	901	904	Aardappelen_(geplande_oogst_voor_1/9)		
000028106AEC2A5000000001	36	36	Spelt		
000028106AEC303B00000003	60	60	Grasland		BG1
000028106AEE8AEE00000001	904	904	Aardappelen_(geplande_oogst_voor_1/9)		
000028106AED3C9F00000011	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028106AED86D300000002	35	35	Triticale		
000028106AFDDDC90000000E	201	201	Silomais	BGG,MAA	
000028106AEEBE3C00000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106AEEBF6B00000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106AEEC03500000004	311	311	Wintertarwe		
000028106AEEC09A00000001	311	311	Wintertarwe		
000028106AEEC16400000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106AEEC1C900000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106AEEC22E00000002	311	311	Wintertarwe		
000028106AEEC35D00000001	202	202	Korrelmais		
000028106AEEC3C200000003	202	202	Korrelmais		
000028106AEEC42700000007	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106AEEC48C00000005	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106AEEC4F100000005	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106AEEC55600000003	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106AEF0C6200000002	9710	9710	Meerjarige_fruitteelten_(appel)		
000028106AEF659800000005	60	60	Grasland		BG
000028106AEFA12F00000007	9511	9511	Asperges_-_vers		
000028106AEFA19400000004	9511	9511	Asperges_-_vers		
000028106AEFA2C300000002	9511	9511	Asperges_-_vers		
000028106AEFBD9B00000007	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028106AF0B44800000004	60	60	Grasland		BG4
000028106AF0CAC900000004	36	36	Spelt		
000028106AF11CE100000001	8523	8523	Bloemkool_-_industrie		
000028106AF182B700000002	395	395	Mengteelt_wintertarwe_of_triticale_en_winterteelt_vlinderbloemige		
000028106AF18E280000000F	60	60	Grasland		BG3
